Bigram,word count,file count
dem i,1,1
to has,1,1
my weenis,1,1
weenis swingin,1,1
swingin but,1,1
da twitter,1,1
say day,1,1
day shut,1,1
shut my,1,1
my colored,1,1
colored ass,1,1
pussy drake,1,1
drake lordknows,1,1
aww their,1,1
their avis,2,2
avis look,1,1
cute together,1,1
together do,1,1
get ike,1,1
ike avi,1,1
avi on,1,1
relationship im,1,1
im erasing,1,1
erasing twitter,1,1
are accessible,1,1
accessible i,1,1
ta the,1,1
the hormones,1,1
hormones of,1,1
old home,1,1
cuz my,3,3
aint feelin,2,2
feelin me,2,2
me nomo,1,1
nomo nomo,1,1
pussy x,1,1
dont speak,1,1
reasons it,1,1
decision and,1,1
done and,1,1
and over,3,3
with why,1,1
why start,1,1
dont hold,1,1
hold feelings,1,1
old flings,1,1
flings i,1,1
jus trade,1,1
trade dem,1,1
old range,1,1
range cap,1,1
bad dawg,1,1
dawg thats,1,1
fag i,3,3
bitch award,1,1
award goes,1,1
too thats,2,2
you uncle,2,2
uncle sam,1,1
that thot,2,2
thot pussy,2,2
pussy popping,1,1
popping for,1,1
for usher,1,1
they damn,1,1
we meet,1,1
meet again,1,1
my ralph,1,1
ralph lauren,1,1
lauren jacket,1,1
jacket comes,1,1
comes tomorrow,1,1
tomorrow im,1,1
giving out,2,2
out free,1,1
free hugs,1,1
hugs so,1,1
can know,1,1
what high,1,1
high quality,1,1
quality fabric,1,1
fabric feels,1,1
my belvita,1,1
bro when,1,1
bae textin,1,1
textin another,1,1
another nigger,1,1
always wear,1,1
wear black,2,2
black cause,1,1
your funeral,1,1
funeral bitch,1,1
ride your,1,1
no handle,1,1
handle bars,1,1
a chicks,1,1
chicks head,1,1
head is,3,3
is weak,2,2
weak i,1,1
just close,1,1
close my,1,1
and imagine,1,1
imagine me,1,1
me giving,1,1
like zoe,1,1
zoe saldana,1,1
saldana back,1,1
back shots,1,1
shots so,1,1
nut off,1,1
i argue,1,1
argue that,1,1
that cersei,1,1
cersei is,1,1
is neither,1,1
neither evil,1,1
evil nor,1,1
shes greedy,1,1
greedy desperate,1,1
desperate to,1,1
her children,1,1
children and,2,2
be valued,1,1
valued in,1,1
a world,4,4
getting even,1,1
even badder,1,1
yeah they,3,3
do say,1,1
so joel,1,1
joel went,1,1
and swore,1,1
swore at,1,1
the kid,2,1
kid and,1,1
kid was,1,1
snitch nigga,1,1
and ratted,1,1
ratted on,1,1
rt rapeyass,1,1
rapeyass rt,1,1
rt uh,1,1
uh not,1,1
not rape,1,1
rape her,1,1
her passed,1,1
out drunk,1,1
drunk what,1,1
do ht,1,1
hos really,1,1
on draya,1,1
draya fine,1,1
shouldve caught,1,1
time nigger,1,1
house knock,1,1
door and,2,2
and blow,1,1
blow your,1,1
off drop,2,1
a sawed,1,1
sawed off,1,1
her drink,1,1
drink now,1,1
is straight,3,3
my iphone,3,3
say latinas,1,1
latinas gt,1,1
gt they,1,1
they mean,1,1
kardashian looking,1,1
looking girls,1,1
girls not,1,1
that shaped,1,1
mini fridge,1,1
fridge amp,1,1
amp smell,1,1
me try,2,2
calling these,2,2
nasty hoes,2,2
out mrs,1,1
mrs wells,1,1
wells is,1,1
got netflix,1,1
netflix watch,1,1
watch fresh,1,1
fresh that,1,1
live from,1,1
chuck e,2,2
e im,1,1
not chuckie,1,1
chuckie no,1,1
long finger,1,1
finger dike,1,1
dike hoes,1,1
be pulling,1,1
pulling off,1,1
their gloves,1,1
gloves instead,1,1
of winking,1,1
winking at,1,1
i stalk,1,1
stalk my,2,2
my bfs,1,1
bfs insta,1,1
insta and,1,1
follow any,1,1
that fli,1,1
him scare,1,1
scare the,2,2
bad spanish,1,1
spanish bitch,2,2
please are,1,1
was closer,1,1
closer to,1,1
to philly,1,1
philly than,1,1
shoot out,1,1
yo niccas,2,2
niccas you,1,1
you da,3,3
da type,1,1
throw da,1,1
da pistol,1,1
lmfaooo oh,1,1
start that,2,2
me bullshit,1,1
bullshit you,1,1
cant undo,1,1
undo the,1,1
numbers on,1,1
pussy thoo,1,1
school this,1,1
friend that,1,1
he needed,1,1
needed proactive,1,1
proactive so,1,1
she needed,1,1
needed weight,1,1
weight watchers,1,1
watchers hahaha,1,1
hahaha bitch,1,1
degeneratea cant,1,1
on cardgt,1,1
cardgt im,1,1
a french,1,1
french muslim,1,1
muslim retardgt,1,1
retardgt i,1,1
expect or,1,1
or demand,1,1
demand a,1,1
child bride,1,1
bride yard,1,1
yard cuz,1,1
man dickgt,1,1
amanda is,1,1
i pay,3,3
pay you,1,1
bitch gah,1,1
gah damn,1,1
damn shut,1,1
not often,1,1
often you,1,1
words disingenuous,1,1
disingenuous egregious,1,1
egregious and,1,1
and cunt,1,1
cunt filth,1,1
filth all,1,1
sentence and,1,1
and properly,1,1
properly used,1,1
used points,1,1
baby goal,1,1
goal bitch,1,1
have what,1,1
have rt,2,2
rt baby,1,1
baby goals,1,1
shitty fucking,1,1
fucking person,1,1
person pick,1,1
a struggle,1,1
struggle bitch,1,1
wife she,1,1
night if,1,1
was catching,1,1
catching bodies,1,1
bodies then,1,1
be alright,1,1
got nuggets,1,1
nuggets this,1,1
bitch couldntbehappier,1,1
with nobody,2,2
nobody cause,1,1
cause most,1,1
got fake,1,1
fake in,1,1
they blood,1,1
blood and,2,2
hate pumpkin,1,1
pumpkin flavored,1,1
flavored items,1,1
items you,1,1
other white,1,1
crazy theyre,1,1
theyre nasty,1,1
catch your,2,2
girl doing,1,1
doing some,3,3
shit behind,1,1
dom calls,1,1
n tight,1,1
n granny,1,1
granny panties,1,1
panties seeeexxaaaay,1,1
nyomi banxxx,1,1
banxxx and,1,1
and skin,1,1
skin diamond,1,1
diamond the,1,1
last of,2,2
good ebony,1,1
ebony porn,1,1
porn bitches,1,1
never lose,1,1
lose bitches,1,1
bitches chasing,1,1
money priorities,1,1
ill try,2,2
try tomorrow,1,1
tomorrow rt,1,1
rt gon,1,1
and eliminate,1,1
eliminate the,1,1
vocabulary i,1,1
start bettering,1,1
bettering myself,1,1
so redundant,1,1
theyre retarded,1,1
fuck in,1,1
general with,1,1
their insults,1,1
insults hope,1,1
they fall,1,1
fall off,3,3
with aw,1,1
aw but,1,1
the csgo,1,1
csgo scene,1,1
scene is,1,1
is growing,1,1
growing so,1,1
right your,1,1
so wid,1,1
wid it,1,1
these celebrity,1,1
celebrity niggas,1,1
be passing,1,1
passing these,1,1
these kardashian,1,1
kardashian hoes,1,1
around monthly,1,1
to pretend,2,2
pretend like,1,1
an instant,1,1
instant without,1,1
second thought,1,1
thought when,1,1
when actually,1,1
actually i,2,2
soul mate,1,1
mate probably,1,1
ho around,1,1
the corner,4,4
hate those,2,2
those kids,1,1
kids in,1,1
your class,1,1
class that,2,2
complaining and,2,2
a bitchdouche,1,1
bitchdouche to,1,1
bitch tweeting,1,1
he saying,1,1
saying he,4,4
dont mess,3,3
her hes,1,1
hes lying,1,1
lying that,1,1
aint tweeting,1,1
tweeting for,1,1
rt faggot,1,1
was this,2,2
this good,2,2
good lookin,3,3
had gold,2,2
teeth tho,2,2
give yo,1,1
ass a,3,3
a bone,1,1
bitches st,1,1
st ayyyeeee,1,1
ayyyeeee happy,1,1
bi babbbyyy,1,1
u may,1,1
may think,1,1
u realize,1,1
first impressions,1,1
impressions are,1,1
are right,1,1
weed to,2,2
keep them,4,4
bitches of,2,2
of ma,1,1
ma mind,1,1
yall single,1,1
single hoes,1,1
stay pregnant,1,1
rt also,2,2
also just,2,2
dick doesnt,1,1
wuw am,1,1
not wun,1,1
wun uv,1,1
uv ur,1,1
hoes dnt,1,1
dnt send,1,1
send mi,1,1
mi pics,1,1
for unfollowing,1,1
unfollowing me,2,2
didnt noticed,1,1
noticed you,1,1
pics just,1,1
to unlike,1,1
unlike them,1,1
rt looking,1,1
looking thru,1,1
my yearbook,1,1
yearbook i,1,1
ive done,1,1
done that,1,1
that since,2,2
graduation this,1,1
this book,1,1
book got,1,1
she prolly,1,1
bomb pussy,2,2
hope haha,1,1
my relationship,1,1
an understanding,1,1
understanding that,1,1
like cute,1,1
cute shit,2,2
shit cute,1,1
cute is,1,1
me somethin,3,3
u maybe,1,1
get better,2,2
better just,1,1
ghetto girls,6,6
girls bruh,1,1
turn crash,1,1
crash in,1,1
lil yo,1,1
yo in,1,1
trouble for,2,2
for beatin,1,1
bitch showing,1,1
showing the,1,1
the judge,1,1
judge zero,1,1
zero respect,1,1
respect lol,1,1
lol brooklyn,1,1
brooklyn niggas,1,1
rt little,3,3
little niggas,1,1
niggas love,2,2
love making,1,1
girlfriends look,1,1
look stupid,1,1
stupid ente,1,1
ente other,1,1
so on,1,1
the ape,1,1
ape was,1,1
gon learn,1,1
learn today,1,1
thinkin errbody,1,1
errbody wan,1,1
who angry,1,1
angry bitch,1,1
am taller,1,1
and older,1,1
older then,2,2
ass boy,2,2
boy stfu,2,2
your making,2,2
making yourself,1,1
yourself look,1,1
dumbass pussy,1,1
pussy boyy,1,1
reggie gives,1,1
gives me,1,1
me headaches,1,1
headaches my,1,1
my beach,1,1
beach bitch,1,1
rt niggers,1,1
niggers rt,1,1
any moves,1,1
moves are,1,1
are made,2,2
must take,1,1
a nap,2,2
fucking playing,1,1
playing but,1,1
with friendly,1,1
fuuuuuck you,1,1
yo name,3,3
name way,1,1
way before,2,2
then dat,1,1
a eatta,1,1
bout making,1,1
making her,2,2
her breakfast,1,1
breakfast pussy,1,1
was lesbian,1,1
lesbian so,1,1
boys but,1,1
mostly bc,1,1
bc girls,1,1
are rlly,1,1
rlly hot,1,1
shit damn,1,1
damn skippy,1,1
skippy lol,1,1
bull dog,1,1
dog them,1,1
hoes clean,2,2
clean fuck,1,1
a pit,1,1
night tonight,1,1
tonight go,1,1
go cotto,1,1
cotto smack,1,1
that pompous,1,1
pompous cunt,1,1
cunt down,1,1
of millions,1,1
millions mayweathercotto,1,1
imma knock,1,1
of world,1,1
world do,1,1
in where,1,1
where bitches,1,1
getting surgery,1,1
surgery to,1,1
make their,2,2
their butts,1,1
butts bigger,1,1
bigger since,1,1
when do,1,1
do women,1,1
young based,2,2
god in,1,1
in olympics,1,1
olympics stay,1,1
stay fuckin,1,1
bitches seen,1,1
this without,1,1
without me,2,2
was hot,1,1
hot shit,1,1
is get,2,2
fuck model,1,1
model bitches,3,3
bitches russell,1,1
russell simmons,1,1
tom bitch,1,1
remember yo,1,1
yo punk,2,2
punk broke,1,1
broke ass,5,4
be obsessed,2,1
want someone,3,3
someone to,4,4
with methen,1,1
methen u,1,1
love niggas,1,1
brother where,1,1
at negro,1,1
sexy japanese,1,1
japanese slut,1,1
slut fingers,1,1
fingers and,1,1
steps squi,1,1
squi her,1,1
her juice,1,1
juice allover,1,1
rt wat,2,2
wat type,1,1
nigga rape,1,1
a innocent,1,1
innocent female,1,1
who invited,1,1
invited this,1,1
seriously retarded,1,1
funny word,1,1
got dat,2,2
dat new,1,1
new monopoly,1,1
monopoly wit,1,1
da cards,1,1
cards ill,1,1
ill hold,1,1
up n,2,2
n see,1,1
nigga swipe,1,1
swipe on,1,1
on credit,1,1
woman just,1,1
im drinking,1,1
beer at,2,2
on fucking,2,2
fucking vacation,1,1
loaf ever,1,1
ever bitch,1,1
bitch wc,1,1
wc today,1,1
today all,3,3
takes is,3,3
lil juice,1,1
juice and,1,1
aint solid,1,1
solid i,1,1
laugh so,1,1
when females,1,1
dms but,2,2
a avi,1,1
avi picture,1,1
picture with,1,1
go wrong,2,2
yu not,1,1
not safe,1,1
smh whats,1,1
u ho,1,1
they heard,1,1
heard im,1,1
fucking nuts,1,1
nuts like,2,2
the swag,1,1
swag of,1,1
thats wtf,1,1
said and,1,1
not christopher,1,1
christopher its,1,1
its chris,1,1
chris mf,1,1
the corny,1,1
corny facade,1,1
facade is,1,1
all apart,1,1
apart nick,1,1
nick cannons,1,1
cannons plan,1,1
plan nigga,1,1
a genius,1,1
genius on,1,1
on levels,1,1
levels of,1,1
of business,2,2
business and,1,1
jackie weird,1,1
weird like,1,1
ppl ya,1,1
ya age,1,1
find her,1,1
and push,1,1
push her,1,1
down some,1,1
some stairs,1,1
stairs by,1,1
by accident,1,1
accident throw,1,1
throw some,3,3
some water,2,2
water on,1,1
floor shit,1,1
shit kick,1,1
kick a,1,1
ima shmurda,1,1
shmurda dance,1,1
dance in,1,1
rt spineless,1,1
spineless bitches,1,1
in backless,1,1
backless dressess,1,1
females use,1,1
use breast,1,1
cancer awareness,1,1
awareness month,1,1
month as,1,1
sites smh,1,1
smh knowing,1,1
knowing damn,1,1
not basic,1,1
a breasts,2,2
breasts reduction,2,2
reduction these,2,2
the wayso,1,1
wayso serious,1,1
its beautiful,2,2
cuffing no,1,1
thats out,1,1
here posting,1,1
posting sex,1,1
sex gifs,2,2
gifs but,1,1
but maybe,1,1
anything ive,1,1
said has,1,1
has offended,1,1
a you,2,2
you problem,1,1
problem not,1,1
a me,1,1
me problem,1,1
problem dont,1,1
brown a,1,1
because everyone,2,2
everyone talks,1,1
talks about,2,2
about his,1,1
his relationship,1,1
relationship why,1,1
why come,1,1
at two,1,1
two females,1,1
females charlemagne,1,1
charlemagne be,1,1
the sam,1,1
didnt you,2,2
you propose,1,1
propose the,1,1
the brilliant,1,1
brilliant idea,1,1
idea of,2,2
college students,1,1
students packing,1,1
packing heat,1,1
heat you,1,1
a savant,1,1
savant dumbass,1,1
dumbass teabaggers,1,1
stupid bootyyyyyy,1,1
niggah if,2,2
getting pedicures,1,1
pedicures bitching,1,1
bitching bout,1,1
their ex,2,2
ex and,1,1
and going,1,1
going tanning,1,1
tanning is,1,1
bitch does,3,3
you rt,3,3
rt cyrus,1,1
cyrus ho,1,1
ho is,1,1
a rookie,2,2
rookie slut,1,1
slut getting,1,1
cash after,1,1
the date,1,1
date nope,1,1
be tolerated,1,1
couldnt find,2,2
the regular,1,1
regular one,1,1
one faggot,1,1
serious right,1,1
now hypocritical,1,1
hypocritical and,1,1
and double,1,1
double standards,1,1
standards fuck,1,1
tick tack,1,1
tack toe,1,1
toe linin,1,1
linin up,1,1
no lady,1,1
we prolly,1,1
prolly hit,1,1
gone bang,1,1
bang the,1,1
we prollu,1,1
prollu hit,1,1
retard alert,1,1
gon go,1,1
go ham,2,2
cool bad,1,1
she sexy,1,1
sexy but,1,1
like ehh,2,2
ehh whatever,1,1
wtf rt,1,1
he peed,1,1
peed on,1,1
cut his,1,1
pretty close,1,1
close trash,1,1
nigga quote,1,1
ill guess,1,1
guess your,1,1
nigga go,3,3
damn dark,1,1
dark skinned,3,3
skinned hoes,1,1
havin all,1,1
like pokemons,1,1
lv fuckin,1,1
he getting,1,1
all emotional,2,2
emotional he,1,1
he remind,1,1
you blake,1,1
prolly so,1,1
so cockeyed,1,1
cockeyed she,1,1
balls up,1,1
up close,1,1
close at,1,1
time while,1,1
while suckin,1,1
suckin at,1,1
kratataaaaa swag,1,1
rt element,2,2
element number,2,2
number is,2,2
is bromine,2,2
bromine and,2,2
comes before,3,3
before number,2,2
number ho,2,2
ho holmium,2,2
holmium therefore,2,2
therefore its,2,2
its bros,4,4
mean macklemore,1,1
macklemore trash,1,1
trash nigger,1,1
get stuff,1,1
stuff done,1,1
dick has,2,2
nuts his,2,2
his neighbors,2,2
neighbors an,2,2
asshole his,2,2
his bestfriends,1,1
bestfriends a,1,1
amp his,6,6
his owner,1,1
owner beats,1,1
beats him,1,1
hoes shallow,1,1
shallow shiesty,1,1
shiesty trifling,1,1
trifling but,1,1
been knew,2,2
titties nd,1,1
nd pussy,1,1
fine walk,1,1
walk bitch,1,1
some movies,1,1
movies are,1,1
made to,1,1
to facilitate,1,1
facilitate dudes,1,1
pick girls,1,1
girls up,1,1
up think,1,1
think out,1,1
out side,1,1
side the,1,1
the box,1,1
box lil,1,1
roll a,2,2
fucking blunt,1,1
rt frfr,1,1
frfr come,1,1
come pa,1,1
pa wimmie,1,1
wimmie im,1,1
im leavin,2,1
leavin this,1,1
this shithole,1,1
shithole til,1,1
til summfest,1,1
summfest im,1,1
leavin dis,1,1
before that,2,2
they lose,2,2
lose an,1,1
of sleep,2,2
sleep today,1,1
today but,1,1
more daylight,1,1
been fucked,1,1
hoes about,2,2
about bro,1,1
bro nem,1,1
nudesaremylife omfg,1,1
omfg thats,1,1
thats mine,2,2
mine faggot,1,1
was giving,1,1
giving head,1,1
a classroom,1,1
classroom she,1,1
go tf,1,1
tf ahead,1,1
when an,2,2
an irrelevant,1,1
bitch dislikes,1,1
dislikes u,1,1
u for,3,3
bored as,1,1
hell shoulda,1,1
shoulda answered,1,1
answered my,1,1
calls bitch,1,1
be bored,4,4
including ya,1,1
ya size,1,1
size hoe,1,1
all dumb,1,1
their boyfriend,4,4
is loyal,1,1
loyal because,1,1
because every,1,1
check their,1,1
phone it,1,1
says inbox,1,1
dont taste,1,1
taste her,1,1
shouldnt even,2,2
dare eat,1,1
fag back,1,1
just letr,3,3
you swole,1,1
swole fag,1,1
keep you,1,1
couldnt pass,1,1
grade ill,1,1
about jessie,1,1
jessie still,1,1
you anyway,1,1
new strategy,1,1
strategy to,1,1
be bruno,1,1
my rd,1,1
rd grade,1,1
grade teacher,1,1
teacher used,1,1
either eat,1,1
one whats,1,1
fwm on,1,1
twitter got,1,1
got strippers,1,1
strippers esco,1,1
esco a,1,1
a hustlaz,1,1
hustlaz hittaz,1,1
hittaz bitches,1,1
bitches niggas,2,2
dat dude,1,1
are super,1,1
super basic,1,1
basic that,1,1
give sos,1,1
sos to,1,1
ppl liking,1,1
yall ig,1,1
ig pics,1,1
bitch wear,1,1
a bacon,1,1
bacon bra,1,1
bra im,2,2
taking that,1,1
to funky,1,1
funky town,1,1
remember playing,1,1
playing the,3,3
the halo,1,1
halo episodes,1,1
episodes with,1,1
pussy finished,1,1
finished all,1,1
all chapters,1,1
chapters without,1,1
ohgtgtgtgtgt so,1,1
so thats,1,1
the bald,1,1
bald bitchltltltltltltlt,1,1
rt miley,1,1
cyrus macklemore,1,1
macklemore amp,1,1
amp adam,1,1
adam levine,1,1
levine all,1,1
all got,2,2
together n,1,1
n were,1,1
were like,1,1
lets gets,1,1
retarded fucking,2,2
fucking hair,1,1
hair cuts,1,1
cuts ever,1,1
rt rivers,1,1
rivers is,1,1
seriously a,2,2
throw your,1,1
around like,1,1
old bc,1,1
bc something,1,1
something didnt,1,1
right lol,1,1
kicking niccas,1,1
niccas tf,1,1
tf outcha,1,1
outcha mentions,1,1
mentions like,1,1
they deadly,1,1
look white,2,2
white to,1,1
yall gorgeous,1,1
gorgeous women,1,1
aint so,1,1
so gorgeous,1,1
gorgeous when,1,1
we realize,1,1
nigger cause,1,1
say at,1,1
haha them,1,1
only go,1,1
nigga stooooned,1,1
stooooned lol,1,1
her love,2,2
so sad,1,1
sad lol,1,1
glad khloe,1,1
khloe k,1,1
k dumped,1,1
dumped frenchs,1,1
frenchs ghetto,1,1
always okay,1,1
your ho,3,3
ho to,3,3
the barbershop,1,1
barbershop though,1,1
though they,1,1
they usually,1,1
usually cool,1,1
it have,1,1
a glass,6,6
glass of,5,5
water bitch,1,1
lil thirsty,1,1
the puss,1,1
puss thang,1,1
slap me,1,1
lake if,1,1
fb tomorrow,1,1
tomorrow i,1,1
i suspect,1,1
suspect my,1,1
my hard,1,1
hard core,1,1
core gop,1,1
gop friends,1,1
friends will,1,1
over this,4,4
where r,1,1
fun twins,1,1
twins at,1,1
lick cheeto,1,1
cheeto dust,1,1
dust and,1,1
and coleslaw,1,1
coleslaw off,1,1
me cheer,1,1
cheer you,1,1
one keeping,1,1
rt brandons,1,1
brandons a,1,1
dumb fat,1,1
fat chunky,1,1
chunky whore,1,1
is tough,1,1
tough for,1,1
everyone grow,1,1
that should,3,3
a tag,1,1
tag line,1,1
line for,3,3
new speaking,1,1
speaking tour,1,1
you race,1,1
baiting fbi,1,1
fbi informant,1,1
informant bitch,1,1
wheres your,2,2
your punk,1,1
ass speaking,1,1
speaking for,1,1
for justice,1,1
justice on,1,1
happy th,2,2
th bi,1,1
crime bountyhunterslyfe,1,1
tha beat,1,1
beat hoe,3,3
bitches talmbout,1,1
talmbout they,1,1
they limber,1,1
limber got,1,1
in limbo,1,1
woman to,1,1
do without,3,3
without sounding,1,1
a bossy,1,1
bossy demanding,1,1
demanding bitch,1,1
the art,1,1
art to,1,1
is sexy,2,2
for em,2,2
em frontin,1,1
rt bagging,1,1
bagging thot,1,1
thot bitches,3,3
amp giving,1,1
em head,1,1
head ew,1,1
ew nigga,1,1
you nasty,1,1
nasty amp,1,1
youre better,1,1
off dead,1,1
retarded and,5,5
and gay,1,1
gay what,1,1
a mix,1,1
a tick,1,1
tick so,1,1
she hunting,1,1
hunting for,1,1
a blood,1,1
bestfriend says,1,1
says yu,1,1
yu act,1,1
hoe cx,1,1
bitch linda,1,1
linda over,1,1
over kod,1,1
amp xavier,1,1
xavier you,1,1
thanks walking,1,1
walking dead,2,2
dead bro,1,1
bro steve,1,1
steve for,1,1
for mend,1,1
mend usmc,1,1
usmc come,1,1
you sonnbitches,1,1
sonnbitches you,1,1
live forever,1,1
forever dog,1,1
never take,1,1
stay never,1,1
keep work,1,1
you lay,1,1
while for,1,1
was hiding,1,1
hiding in,1,1
the lime,1,1
lime tree,1,1
tree dis,1,1
wrong tree,1,1
tree bro,1,1
most relationships,1,1
relationships end,1,1
end because,1,1
take advice,1,1
advice from,2,2
their lonely,1,1
single friends,1,1
nicca on,2,2
ig imyungjay,1,1
when milz,1,1
milz drunk,1,1
ass fell,1,1
asleep while,1,1
we where,1,1
all playing,1,1
playing gears,1,1
gears smh,1,1
could ask,1,1
ask the,1,1
the grand,1,1
grand wizard,1,1
kkk why,1,1
many are,1,1
are intolerant,1,1
intolerant this,1,1
this poor,1,1
poor souls,1,1
souls views,1,1
views cunt,1,1
cunt tcot,1,1
tcot frc,1,1
frc p,1,1
p foxnews,1,1
woaaaahh that,1,1
that coat,1,1
coat though,1,1
though lolnigga,1,1
lolnigga too,1,1
too warm,1,1
warm in,1,1
name gain,2,2
gain weight,2,2
weight ya,2,2
ya ex,2,2
cant let,3,3
rt fine,1,1
fine then,1,1
little nigs,1,1
nigs mtvhottest,1,1
mtvhottest one,1,1
one direction,3,3
eagles are,1,1
fucking cunts,3,3
behind every,3,3
every lame,1,1
is constantly,2,2
constantly telling,1,1
telling him,1,1
how real,1,1
i roll,2,2
in havana,1,1
havana cause,1,1
the king,2,2
king round,1,1
rt lem,1,1
this right,1,1
right as,1,1
im supposed,2,2
bust nigga,1,1
because tony,1,1
romo at,1,1
the mavs,1,1
mavs game,1,1
game dont,1,1
lmao fuk,1,1
them cowgirls,1,1
cowgirls lol,1,1
bout money,1,1
or weed,2,2
u looked,1,1
looked good,1,1
highschool and,1,1
and wack,1,1
wack now,1,1
called batman,1,1
batman because,1,1
my dark,2,2
dark knight,1,1
knight rises,1,1
say clutch,1,1
clutch fag,1,1
fag ass,1,1
ass thats,1,1
shit lingo,1,1
lingo tf,1,1
ugliest bitch,3,3
club just,1,1
we officially,1,1
officially aint,1,1
friends no,1,1
more dawg,1,1
dawg wtf,1,1
yeet we,1,1
least and,1,1
and drop,1,1
drop them,1,1
like month,1,1
month intervals,1,1
intervals or,1,1
exception for,1,1
for gilda,1,1
gilda radner,1,1
radner that,1,1
much they,1,1
they listen,1,1
am real,1,1
real but,1,1
think lmao,1,1
lmao just,1,1
talk alot,1,1
want ill,2,2
put u,1,1
spot so,1,1
dont test,1,1
test me,1,1
brees been,1,1
been trash,3,3
trash since,1,1
since this,1,1
the truly,1,1
truly talented,1,1
talented people,1,1
ive come,1,1
across are,1,1
retarded professionally,1,1
professionally of,1,1
the awful,1,1
awful untalented,1,1
untalented people,1,1
point and,1,1
and polite,1,1
cleary diz,1,1
diz princess,1,1
princess iz,1,1
iz a,1,1
in alabama,3,3
alabama who,1,1
who wan,1,1
me goodlucc,1,1
nigga girlboo,1,1
that id,2,2
id eat,1,1
her kids,1,1
this emotional,1,1
emotional shit,1,1
is absolutely,2,2
absolutely for,1,1
pedestal homie,1,1
her carsgtgtgt,1,1
didnt we,1,1
just discuss,1,1
discuss this,1,1
shit yesterday,1,1
yesterday what,1,1
time faget,1,1
tmz hoes,1,1
wcw and,1,1
and fake,1,1
gay til,1,1
a shoulda,1,1
shoulda coulda,1,1
coulda woulda,1,1
woulda ass,1,1
niggah ima,1,1
ima wish,1,1
niggah would,1,1
would ona,1,1
ona hood,1,1
hood ass,2,2
called people,1,1
people kikes,1,1
kikes and,1,1
of fucks,1,1
aint meek,1,1
meek mills,2,2
lol always,1,1
always with,1,1
the complaining,1,1
crying just,1,1
when jeezy,1,1
jeezy broke,1,1
a moaning,1,1
giving any,1,1
any out,1,1
is where,4,4
where lies,1,1
lies our,1,1
our dilemma,1,1
dilemma thats,1,1
name wus,1,1
wus in,1,1
song you,1,1
you wus,1,1
wus a,1,1
then amp,2,2
a overgrown,1,1
overgrown thot,1,1
thot now,1,1
be sending,1,1
sending shots,1,1
shots but,1,1
be missing,2,2
missing me,1,1
me ian,1,1
ian been,1,1
been yet,1,1
be dissing,1,1
dissing me,1,1
b tryna,1,1
tryna remind,1,1
remind these,1,1
knew u,1,1
u b,1,1
b dis,1,1
dis social,1,1
social network,4,4
network fame,1,1
looks up,1,1
rt tbt,3,3
tbt i,2,2
tried on,1,1
on frenchs,1,1
frenchs outfit,1,1
outfit for,1,1
freshman cover,1,1
cover at,1,1
shoot high,1,1
off weed,1,1
imma cool,1,1
cool as,1,1
a personal,2,2
personal problem,1,1
girls u,2,2
should holla,1,1
at but,2,2
nooooo brothas,1,1
brothas go,1,1
ugliest bad,1,1
built hoes,1,1
rt hows,1,1
taste mothafucker,1,1
mothafucker mmmhmmm,1,1
mmmhmmm bitch,1,1
my yellow,2,2
yellow flags,1,1
flags for,1,1
being amazing,1,1
amazing hell,1,1
yeah niggy,1,1
the hair,1,1
foreign bad,1,1
n she,2,2
name trinaaa,1,1
trinaaa trap,1,1
house look,1,1
hit by,3,3
by hurricane,1,1
hurricane katrinaaaa,1,1
and snacks,1,1
snacks rt,1,1
ladies keep,1,1
keep beer,1,1
beer cont,1,1
hey fag,1,1
fag gag,1,1
gag on,1,1
my clappmeat,1,1
bitches expect,1,1
to care,1,1
aint trippin,3,3
on nothin,1,1
nothin im,1,1
im dippin,1,1
dippin on,1,1
on somethin,1,1
somethin and,1,1
homeboy say,1,1
me tonight,2,2
tonight lilway,1,1
both trash,2,2
sweetheart to,1,1
countin all,1,1
knows nigga,1,1
this side,1,1
hoe main,1,1
main chick,2,2
chick talk,1,1
talk is,1,1
disgusting get,1,1
life man,1,1
rt knwin,1,1
knwin i,1,1
heard dat,1,1
hoe changed,1,1
yeswedid start,1,1
start building,1,1
building windturbines,1,1
windturbines so,1,1
fuckin big,1,1
big they,1,1
whole flock,1,1
flock of,1,1
birds in,1,1
one gogt,1,1
want all,2,2
the help,1,1
start blocking,1,1
blocking dissenters,1,1
dissenters you,1,1
you coward,1,1
coward pussy,1,1
rt patiently,1,1
patiently awaiting,1,1
awaiting a,1,1
a drop,1,1
drop in,1,1
followers nothing,1,1
nothing yet,1,1
yet oh,1,1
bed bitches,1,1
dream happy,1,1
happy dreams,1,1
amp ion,1,1
yeah whats,1,1
whats understood,1,1
understood dont,1,1
be explained,1,1
niggah go,1,1
go follow,1,1
i once,1,1
be everything,1,1
everything this,1,1
wanted in,1,1
shit didnt,1,1
gtmfw some,1,1
some rachet,1,1
hoe drops,1,1
drops some,1,1
some scripture,1,1
scripture or,1,1
or religious,1,1
religious stuff,1,1
stuff on,1,1
thirst be,1,1
real on,1,1
ya stupid,1,1
likes ur,1,1
ur vag,1,1
vag idiot,1,1
idiot haha,1,1
haha goingtogethu,1,1
ont care,1,1
care cuz,1,1
hoes dats,3,3
dats rite,1,1
rite i,1,1
got plenty,1,1
does so,1,1
